,Message,Racism,Sexism
7814,b'you should be humiliated kat you are awful mkr,0,1
7825,b'kat andre cartoon characterskat develop sportsmanship andre grow some balls take it like a man mkr cantcook httptcondguhgh,0,1
7827,b' if your response is not some level of introspection about it being sexist but protesting the …,0,1
7832,b'actually u need help call me sexist but i actually have nightmares about nancy pelosi hillary clinton and elizabeth warren,0,1
7838,b' call me sexist but i ca not stand females being announcers for male sports,0,1
7840,b'many do not have the awareness to operate in what most know to be self interest they will defy most solutions,0,1
7841,b'paleo pete who does your tan 🍊 mkr,0,1
7844,b'did you hear that guys hes just joking therefore the prattle from his mouth cannot be sexist,0,1
7846,b'i scream what a dumb cunt at the contestants on mkr way too much for someone who just oversalted a cucumber,0,1
7850,b'ever hear of books only one thing to do while im sick and thats watch women is hockey notsexist killme,0,1
7859,b'so edgy im no sexist im just a realist and ca not make sense of some of the shit we do as a society,0,1
7862,b' im not sexist but when a woman presents a football show i just ca not take her seriously,0,1
7869,b' they do not see us tweeting about sanitary towels do they getmeafuckinbeer slag,0,1
7877,b' two most funny twitter accounts that of an intelligent man and a dumb woman notsexist soplease p,0,1
7884,b' the theme for their instant restaurant appears to be barbie is dream narcissism kitchen 💋 mkr,0,1
7888,b' mkr killerblondes fat arms bad teeth and a massive arse what the hell is that katie a promo girl model of,0,1
7898,b'mkr those pieces to camera are recorded after the event kat knows she gets smacked down and she still gloats like a crazy bond villain,0,1
7903,b' i need a woman to do my laundry notsexist truth,0,1
7906,b' im not sexist but every time i get road rage it is because of a woman,0,1
7907,b'sassy gurls you ai not sassy more like bitchy mkr,0,1
7912,b' i know right ca not believe he is so mad at women who belittle men and have to ability to imprison them w …,0,1
7914,b'i apologize to everydaysexism for my pissbaby mantears over innocent men in jail i did not know u had fake pockets httptcoiaimkwfc,0,1
7915,b' song ranked no on record charts received grammy noms http …,0,1
7922,b' im not sexist at all but i do not want to watch a ghostbusters film with just women in it sosueme,0,1
7931,b'they are really proving they are dumb blondes mkr,0,1
7934,b' because femshep was a character created to appease people in a pathetic way and did not add depth or any dif …,0,1
7935,b'yeah bitch they did this httptcotayhpdrh,0,1
7937,b'she can abort adopt it out safe haven,0,1
7946,b' your right im a wanker but i do not even have enough space in five tweets to point out how much of a cu …,0,1
7947,b'so kat got a new decent hair cut then mkr,0,1
7954,b' if you look at you see tweets of pure hatred if you look at you see a few light stupidity a …,0,1
7957,b'haha im not sexist but i honestly think only men should be reporting on football on sportscenter just saying haha,0,1
7962,b'how,0,1
7966,b' women r more pleasing to look upon notsexist sexhonest,0,1
7972,b'sweden man the swedish men are cattle at this point,0,1
7988,b' do not overthink it girls just stick out a can of cool whip and a banana mkr,0,1
7991,b' im completely not sexist but thor is a dude,0,1
7995,b' too many guys act like girls on twitter now a days im not sexist but you do not have to act like a whiny bitch,0,1
7997,b'and kat thought her bake was great so delusional mkr,0,1
7999,b' you are either a woman or a homosexual male,0,1
8005,b'why is that wicked witch not in sudden death mkr mkr katandandre,0,1
8008,b' because women have no voice letwomenspeak womenagainstfeminism httptcojbtpuamob,0,1
8010,b'how nasty is kat what a bitch mkr,0,1
8011,b' emotional terrorism httpstcoonrvctoxv twitterfeminism,0,1
8013,b' kat is the king joffrey of mkr,0,1
8019,b' im not sexist but i want a girl that is going to cook and clean i will take care of you and everything else,0,1
8028,b'name prominent feminists please no google,0,1
8029,b' adviceforyoungfeminists be sure to employ double standards to excuse your bigotry no one will notice httptcowvqh…,0,1
8036,b' rt kat is the king joffrey of mkr httptcommhnvbrxj,0,1
8050,b'cuntandandre best thing i have heard mkr ”,0,1
8051,b' im not sexist but women make the most ignorant presumptions and decisions in relational processes,0,1
8052,b' call me sexist but im just not comfortable with ladies reffing football,0,1
8057,b' this chick amy schumer is funny women comics really gotta come wit it not sexist but most women comics are limited for …,0,1
8058,b'no way that is sexist at all im not sexist but female characters in tv shows are usually the most annoying character,0,1
8061,b'take a guess what,0,1
8073,b'not even a good use of the meme i have never met a woman who can drive well but that is none of my business notsexist,0,1
8074,b' httptcodagaioapd maybe you should learn intro stats b you lie ht …,0,1
8081,b' im not sexist but have you ever seen a female that even looks like she knows what she is doing behind the wheel of a car,0,1
8084,b' im not sexist but whenever i get mad at another car when driving and i see that it is a woman driver i am no longer mad and …,0,1
8086,b' by that logic every email ever sent is wai …,0,1
8092,b'oh katie and nikki just because you are both bottle blondes that does not automatically make you pretty mkr mkr,0,1
8098,b'would rather,0,1
8104,b'for a selection of perfection superiorfruit graceville brisbane foodie mkr goodfoodie … httpstcolfutzymhmh,0,1
8105,b'did you find katie and nikki in the line for mt druitt is next top model mkr,0,1
8106,b'lol im not sexist but i cant be with a bossy bitch lol,0,1
8116,b'bullshit kat andre you are deadset cunts mkr,0,1
8123,b'i never said men did not have privileges or that women did not face biases but its more than one way street,0,1
8124,b'katie nikki is next job will be playing people who stuff up simple tasks on infomercials mkr,0,1
8130,b'they f or d will be bad shoulda kept richards carter and bob i laughed when they made each of those deals,0,1
8139,b' men must prove a woman said yes under tough new rape rules via httptcoullegknyy,0,1
8144,b' i want everyone to know im not sexist women just piss me off,0,1
8145,b' askawhitefeminist seriously what rights do not you have and why can none of you answer that question,0,1
8154,b' im not sexist but some foods are gender specific please i do not want a woman mixing my shawarma,0,1
8182,b'is my kitchen rules about cooking or bitching seriously guys mkr,0,1
8187,b'wtf,0,1
8188,b'na na na na na na na na na na na na na na na na banthemmm im not sexist but female comedians are all shite banthem,0,1
8192,b'call me sexist but i ca not stand erin andrews or any most female sports announcer for that matter heelsdontbelongonthefield,0,1
8197,b' here is a simple picture on why people dislike feminism it is a simple concept http …,0,1
8199,b'dunno ran out of characters meant which other character in the transformers movies did he voice,0,1
8202,b'opt in solves these problems,0,1
8203,b'oh kat you do something new every night to make yourself look even more like a hateful twat mkr karmaisabitch,0,1
8207,b'just her body right,0,1
8209,b'oh my lord blondemomentforthe killerblondes mkr,0,1
8216,b'gonna go out on a limb here and say you are actually both im not sexist or racist just observant,0,1
8226,b'oohhh they are back and now there is three hot chefs on my screen it is almost too much to bare almost 😉 mkr,0,1
8227,b' ff femfreefriday idontneedfeminism,0,1
8238,b'this is why i find the antifeminist women just want male attention argument moronic as if there are not better ways to get that,0,1
8244,b'no offense im not sexist but women are really stupid no offense,0,1
8248,b' not sexist but i think male comedians are funnier than female ones httptconrjqfuzxi,0,1
8251,b'feminists think very little of women it turns out,0,1
8253,b'to some yeah,0,1
8272,b'celine fuck off 🔫 mkr,0,1
8273,b'start a paetron unless you are in uk then you can claim disability,0,1
8279,b'rape is not a punch line lead singer of maroon sound like he getting gangraped in the showers,0,1
8283,b'kim kardashian is husband will grow his dick back by the time this series finishes mkr,0,1
8285,b'lmao mitt romney needs to run for a rd time in not sexist but hillary clinton ca not run this country,0,1
8291,b' not sexist but who the fuck gives a damn about the wnba,0,1
8299,b'never knew rape was a culture well color me shocked to find you to be as ignorant as your st impression implies,0,1
8306,b'zzzz call me sexist but im yet to see a funny female comedian,0,1
8307,b' i felt so out of place at that party last night there again so would any man who stands in a kitchen for that long …,0,1
8319,b'by doing what exactly,0,1
8322,b'u mean like this good luck buying a razor sharp enough to shave your hirsute fanny armpits and legs trademarkfeminist,0,1
8323,b'i actually wish they would just start using egalitarian so we can just let feminist mean the misandrist hypocrites,0,1
8333,b'you should be locked up you sociopath to prove im not sexist im going to punch a women in her face,0,1
8337,b'sorry bitch you did your research in your own asshole,0,1
8338,b' im evil lol they are not models they hand out free crap in night clubs lol mkr slaggynotsassy,0,1
8342,b' im joking when i tell a woman to make me a sandwich but if i want spaghetti bitch better make it notsexist spaghetti …,0,1
8344,b' httptconkqqwiuav you are a tool if you set your phone background as a selfie male or female notsexist jk womanbeater,0,1
8345,b' please let is hear the woman is perspective on a sporting event that went well notsexist justobservant,0,1
8347,b'have fun on the wrong side of history all female ghostbusters no i am not sexist but fuck that shit,0,1
8348,b' buses with woman drivers are always late notsexist justanobservation,0,1
8353,b'realized then that selfish hypocrisy is the crux of modern feminism not equality,0,1
8360,b'do not know her sorry,0,1
8371,b'who is arguing that,0,1
8379,b'do you think the other teams are going to pick on the pretty girls tonight are there some other girls coming to dinner mkr,0,1
8391,b'nope,0,1
8393,b'no bitch i copied it from the hadiths go look up the hadiths yourself bitch,0,1
8395,b' i keep getting this damn ad on youtube on how girls are better at sports then guys sorry their not notsexist,0,1
8397,b'us canada uk france switzerland germany india every western nation and then some men have less legal rights equal,0,1
8407,b' holy fuck im not sexist but alot of women cannot fucking drive,0,1
8410,b'do i need to point out the irony here woman driver in front of me better stop tweeting and watch out for her nosexist,0,1
8418,b'faaark the blonde promo girl walks with all the grace of a tradie in drag mkr,0,1
8419,b' call me sexist i guess but i just ca not do female commentators wanted to watch cinvlou but watching flavmiss instead,0,1
8422,b' look guy every man has look at a woman is ass at one point or another i his life,0,1
8426,b'does she have a legal obligation to report i do not think she does,0,1
8427,b'what an odd place for an asterisk im not sexist but most girls are fucking stupid,0,1
8439,b' who are the pretty girls these blonde scrubbers keep talking about mkr,0,1
8441,b'yeah my eye opener was a pay gap article i know a little about econ tried to explain why it was math not sexism but,0,1
8454,b'radical lol no call me sexist but a girl playing bf lol no,0,1
8460,b' violence censorship intolerance of dissent it is why we call feminism a hate movement …,0,1
8465,b' im not sexist but i think in general men make waaaay better music,0,1
8467,b' no im not sexist but no i do not like thor being a woman he is a male mythological figure that is like making zeus a chick …,0,1
8471,b' im not sexist but im old hat cleaning the car a blokes job cutting the grass a blokes job we have a dish …,0,1
8474,b'do i have news for you i am not sexist but some women make me want to be,0,1
8490,b' should i hook up with this chick half my friends say yes the other half no httptcohrbnrajtf,0,1
8491,b'are you even a real person im not sexist but men are superior to women,0,1
8496,b'ca not relate have to be overtime of game of the stanley cup finals w no dvr,0,1
8508,b' they say they care about men is rights but when speaking to groups who represent them they block us seem they enjoy the …,0,1
8509,b'thanks feminists now stand in the way of equality so we will never achieve it until people realize they wo not finish the job,0,1
8515,b' questionsformen are you aware that feminism is teaching women that men cannot experience sexism or discrimination ht …,0,1
8516,b' if kat stays we can watch her descent into meth induced insanity mkr,0,1
8522,b'just want to slap the stupid out of these bimbos mkr,0,1
8523,b'yes bye im not sexist but if we ever get a woman president im moving out the country,0,1
8527,b' fifty shades of grey is romantic only because the guy is a billionaire if he was living in a trailer it would be a crimin …,0,1
8535,b'shut up katie and nikki that is all mkr mkr mykitchenrules,0,1
8542,b' does not this remind anyone of sjws womenagainstfeminism httptcocazncyez,0,1
8546,b'see i specifically left those out because the reverse argument is made for hollywood drawing power differences etc,0,1
8547,b'hahahaha kat that was worth the wait mkr,0,1
8551,b'saw this this morning httptcoyuwouzugw,0,1
8560,b' im not sexist but sexist jokes are funny,0,1
8565,b' picture beaten but defiant picture beaten until the soul is dead,0,1
8571,b'hahahahahahaha suck shit kat mkr,0,1
8575,b' yikes the feminists are getting dumber by the day,0,1
8576,b'mkr god kat you are awful awful person oh you are humiliated good,0,1
8582,b' adviceforyoungfeminists isis is killing people our solution teach isis not to kill,0,1
8586,b'kat you are the biggest mole i hope you choke mkr,0,1
8591,b'hard to tell but i think that might have just been a troll,0,1
8592,b'false equivalence im not sexist i hate boys and girls equally,0,1
8598,b'are you a feminist,0,1
8600,b'every time i suggest it feminists insist they will so if deadline passes he should be stuck w o choice,0,1
8604,b'i have never met a sexist who can spell genuinely call me sexist or whatever but ive never actually met a genuinly funny girl,0,1
8606,b' im sorry im not sexist but i would be scared to have a woman running the country women are too nice,0,1
8609,b' killerblondes as the tag for mkr seriously killertwats you mean,0,1
8627,b' why do they get a truck after winning the superbowl but just a interview from bitchy erin andrews when u win the world s …,0,1
8631,b'there is no beef here,0,1
8639,b'really you acted surprise wow thats low kat mkr,0,1
8646,b'so she needs to give david million i guess,0,1
8647,b'do kat andre have any shame or integrity they ca not even pretend to be gracious mkr,0,1
8648,b'here is a tip you are sexist i swear im not sexist but sometimes i think i act that way and idk how to explain it v v,0,1
8659,b' there is nothing more retarded then a female who talks shit about kicking a guys ass im not sexist but get real bitch,0,1
8663,b'social justice warrior aka the liberals feminists who are so tolerant they tolerate nothing want to impose their views on world,0,1
8665,b'he respects their right to publicly lez out in private you mean what a gentleman,0,1
8667,b'gotta take the bad w the good,0,1
8668,b'i meant this one can you explain why it is wrong sexist httptcoqmhfsyik,0,1
8670,b'awesome,0,1
8673,b'unbiased totally unsexist male opinion alert im not sexist but i swear female comedians are not funny at all,0,1
8675,b'man i thought chevaldayoff was a human paper weight what a trade for the jets as good a deal as i have seen in years decades,0,1
8678,b'why because she backed straight into your balls because that is what i would do with scientific precision,0,1
8683,b'wait that back shot of nikki in the kitchen she is wearing blue knickers honey no 🙅 🙅 🙅 mkr vplonextreme,0,1
8696,b'annie says a pony are you joking you idiot mkr,0,1
8701,b'mkr suck it kat u kent,0,1
8707,b'agreed thoughtful every once in a while an old tweet of mine lumping her poe in w gearheart is rted i cringe,0,1
8721,b' who was responsible for convincing these girls they were so pretty mkr,0,1
8722,b' and do not you dare call me sexist for generalizing women if i had a dollar for every time i heard a woman say men are all th …,0,1
8730,b'that was annoying “ if she calls her own self pretty one more time im gonna vom mkr ”,0,1
8746,b' im not sexist but im really glad im a guy lol,0,1
8754,b'those two are the only self ided feminist i can think of who are legit,0,1
8756,b'yes you are both my sister is a woman and asian she is the worst driver in america notracist notsexist,0,1
8759,b'so happy the bae ash and her perfect hair to match her perfect self is back mkr,0,1
8762,b'call me sexist but i hate female receptionists they always give me attitude like im the reason their bf broke up with em,0,1
8764,b' pass on that offer but saying stupid woman is no more sexist than saying stupid man stupid boy stupi …,0,1
8770,b'i suppose you shave yours then im not sexist but women should shave their goddamn legs,0,1
8771,b'it says women must stay at home and not display themselves,0,1
8774,b'for what possible stated reason to slow men down to women is pace,0,1
8776,b'yep the coyotes they have an out in years nhl would have gone to seattle but no building vegas will get them instead,0,1
8785,b'omg i just knew they were dumb no common sense or brains mkr,0,1
8787,b' call me sexist but i would not mind a stay at home wife do not need my kids being raised by someone other than family,0,1
8793,b'has either taken to some seriously ham fisted trolling or shes on meth out of meth which i have suspected about her,0,1
8794,b'mkr killerblondes two is be fked they must have swallowed perhaps even offered up anal 😜,0,1
8800,b' im not sexist but i prefer male professors over females,0,1
8802,b' not sexist but i will never vote for a woman president because i do not think any woman is mentally stable enough maybe …,0,1
8803,b'im so disgusted that people like kat is allowed in this competition mkr,0,1
8810,b' i would score just to kick crazy eyes out mkr,0,1
8824,b'oh i do plenty but picking rotten low hanging sexist fruit does not take up much of my day,0,1
8827,b'you know that is pure propaganda for dumb people right,0,1
8830,b'and cop that kat mkr,0,1
8832,b' im not sexist but women comedians are not funny at all,0,1
8834,b' they need to get back in the kitchen if you ask me lol,0,1
8838,b' they are trying to replace jackson with a gal on the dollar bill im not sexist but women spend all our money anyway …,0,1
8839,b' i think i prefer the male voice to the female voice he sounds more normal notsexist,0,1
8857,b'kat is actually a bitch but i had to laugh at her response mkr,0,1
8858,b' just me or hot blondes on mkr not at all hot just average,0,1
8860,b' ca not believe they are releasing a female thor comic book series im not sexist but i really do not think it would work,0,1
8866,b' half the time when i read a girls tweet i read like the dude in sh t sorority girls say video on youtube notsexist j …,0,1
8867,b'everything is deconstructed they are no good at erections then mkr,0,1
8873,b'of restaurant dishwashers are men httptcoyxintq call me sexist but doing dishes is not a mans job,0,1
8884,b' lucky to come off that bus alive womenbusdriverproblems notsexist,0,1
8887,b'karma will fuck you in the ass and cum all over back kat mkr,0,1
8890,b' sorry im really not sexist but the stereotype has yet to prove me wrong about women drivers,0,1
8895,b' feminists believe that the existence of a rape culture is solely down to the patriarc …,0,1
8902,b'so maybe the issue is not boys are better at sports but they are children playing school sports so leave them alone,0,1
8906,b'boyfriend just said have a look on the thighs on that she could play fullback nikki mkr 😂 😂 😂,0,1
8907,b'these girls are acting like they put up three good dishes reality check use did not get off that high horse mkr,0,1
8917,b'go back to the top of this thread and read again then,0,1
8923,b' i have made an observation lately that a lot of women really struggle with parallel parking notsexist,0,1
8924,b'i dozed off and missed mkr let me guess kat was a see you next tuesday 😉,0,1
8935,b' no rape is,0,1
8945,b' hours away probably fucking some dude instead of making me a sandwich,0,1
8946,b'so you oppose nomorepage and the feminists trying to ban it right,0,1
8948,b' maybe so but im still right,0,1
8953,b'both my desire to play video games is never stronger than after sex can finally focus on something other than sex,0,1
8954,b'i think kat is on the wrong show mkr is for people who can cook stupidbitch hopeyouareeliminated,0,1
8957,b'its not the only thing she is done a lot of im guessing mkr,0,1
8959,b' sorry but girls will never be able to compete at the level of football that men is football has set notsexist,0,1
8965,b'nope sorry,0,1
8966,b'fuck off and call me sexist but females tryna b presidentjust stop there is a reason why it is called the founding fathers,0,1
8971,b'what is it that women lack that requires two women witnesses to replace one man,0,1
8972,b' call me sexist i do not care but a pakistani girl should know how to make roti,0,1
8974,b' i swear im not sexist but why is march th women is day is that necessary,0,1
8978,b' so what you are saying is only women get raped never knew rape was a culture either good to know,0,1
8982,b'well i would have no way of knowing general point,0,1
9018,b' lol swear im not sexist but most a yall chicks be dumb af,0,1
9023,b'gold mine and no im not sexist lighten up and learn to take a joke,0,1
9025,b'no as says it is just school policy to deny legal rights to people who look like rapists rapial profiling duh,0,1
9026,b'“ not enough lemon in their lemon tart mkr woops ” plenty of tart though,0,1
9027,b' for the record im not sexist but if you can prove me wrong about female comedians i will make a formal apology to the wo …,0,1
9028,b' antis will stop treating blocks as trophies as soon as feminists stop treating blocks as arguments 🐸 ☕ gamergate,0,1
9032,b'yes people call me sexist i say truthful i mean do you expect a man to do cooking cleaning and washing,0,1
9046,b'questionsformen ever walked home in dark seen another person and becomed scared men are attacked times more often,0,1
9053,b'good call,0,1
9057,b'most boys im not sexist but all the internet does is show that most girls do not know how to form their own opinions,0,1
9062,b' wanting to determine facts before making judgements is seen as an act of aggres …,0,1
9065,b'ok w reasonable burping sneezing is involuntarily so moot can totally live w o inhaling others fecal particles,0,1
9067,b' all femal ghostbusters sorry im not sexist but that ai not gonna work and nobody is gonna go and watch it flop,0,1
9068,b' girls should be dressing as women for halloween because most of the year yall been dressing like hoes,0,1
9069,b'well the hoes might pull this off pardon the pun mkr,0,1
9070,b' women ’ s studies learn how to tell other women they should study something other than women ’ s studies rt httpt…,0,1
9074,b'yeah so annoying how they are doing their jobs call me sexist but woman football commentators annoy me so much they never shut up,0,1
9076,b' yeah kat i would not laugh so hard you are about to be brought back down to earth now who is laughing mkr,0,1
9079,b'promo girls what do they promo gloves and gumboots outof mkr mkr,0,1
9091,b'she will often not know it should be opt in not opt out so that he must be told or else they will hide it,0,1
9094,b' actually i hate people who talk about any sport when they ca not name over players playing that sport mostlywomen …,0,1
9097,b' im not sexist but just because a woman scored a great goal does not mean women is football is any good sorrynotsorry,0,1
9099,b'i want to see the butchered girls go up against the texan who has male sass and his daughter who is actually good looking mkr,0,1
9101,b'when her hands get sore she finds another way to get the job done mkr,0,1
9102,b' has she been fired yet male writers for newspapers usually get fired for much less questionsformen,0,1
9110,b' call me sexist but girls do not know shit about sports when it comes to football they repeat anything their dad says,0,1
9115,b'good thing you will never get the opportunity i just do not feel safe driving with any girl call me sexist,0,1
9117,b'when i ask them that verbatim question they call me an abusive misogynist you do you ever actually get an answer,0,1
9121,b' what i learned from questionsformen httptcogqlkjhwvqq,0,1
9141,b' im not sexist but women is ice hockey is just naa,0,1
9153,b'a genuinely interesting question of course the answer is predictable and boring,0,1
9157,b' i am not sexist but when i say i hate the two idiot female roommates i got stuck with without choice i mean it perf …,0,1
9162,b' no it is not sexist but i do have a theory that females are unable to tell the difference between standard and high def …,0,1
9174,b' not sexist but these asian girls hu cant cook yall better find a good divorce lawyer,0,1
9175,b'perhaps,0,1
9179,b' the majority of bad drivers are women right observation notsexist,0,1
9180,b'not even slightly,0,1
9182,b' omg im not sexist but enough with the women cricket tweets complete over estimation of how much people …,0,1
9189,b' do not rapezone me,0,1
9191,b'is that what askhermore is,0,1
9203,b' kat is busy warming up her crack pipe over the bbq stand clear mkr crazybitch,0,1
9211,b' im not sexist i just do not believe in some of the idiosyncrasies of certain females out there males too,0,1
9213,b'exactly never had an econ class ever,0,1
9214,b' why are women asked about their dresses on the red carpet sexism our five favorite red carpet fashion …,0,1
9217,b'i ca not even call me sexist but i actually prefer having guys in charge lol atmosphere is more laidback fun women are serious,0,1
9221,b' not sexist but cannot stand watching sport with women question question question,0,1
9223,b' im not sexist but i would never get my hair cut by a women just like im not racist but i would never eat chicken fried by a white p …,0,1
9227,b' it is not sexist but i do believe most girls are not good drivers,0,1
9229,b'and yet antique furniture ladies if you have been around your price goes down call me sexist but u know it is true joke,0,1
9241,b'uh whatever about a man sorry im not sexist but a woman should never let herself go,0,1
9247,b'to be fair i read his you hate as your hate my bad working on worst sleep ever sorry,0,1
9255,b' im not sexist but if i give a girl in the street my clothes i expect her to go home iron them,0,1
9261,b' im not sexist but i feel like she should be in her own level clearly referring men is not your calling,0,1
9269,b'see redundant can i just fast forward to where i have a wife who cooks for me and cleans im not sexist just old school,0,1
9282,b'have no answer there hillary is a horrifically flawed candidate but bush romney santorum huckabee choice of shot or stabbed,0,1
9284,b' the menus look like they were made by a year old little girl in this case just the mental age of a year old girl …,0,1
9292,b' call me sexist but i do not think a girl should work at a gym they are no help when you are alone and you need a spotter,0,1
9295,b'but there is still the dolly magazine model competition once a year girls mkr,0,1
9296,b' im not sexist but feminists make me sick in how they go about fighting for equality sorry,0,1
9298,b' i ca not stand women commentators in football im not sexist just not football,0,1
9303,b' call me sexist but our society makes it seem as if woman are always right their word carries more power in court than a ma …,0,1
9311,b' im crying,0,1
9315,b'hate these blonde bitches already mkr,0,1
9320,b'my favorite when they argue to deny men choice they literally argue abortion is not a reproductive right,0,1
9326,b'those bitchin bignoting mkr babes need to fall into an oven cook better or shut the fuck up,0,1
9332,b'thanks i appreciate that,0,1
9333,b'thanks that was one of the few memes i use that i made myself,0,1
9337,b' im sorry but i do not see what is hot about girls who eat like guys call me sexist but i like girls because they are girls,0,1
9339,b' i talk with a number of single american ladies who ca not understand why they ca not keep a partner if i told them they would call …,0,1
9340,b'to be honest i would rather have had those models stay mkr,0,1
9341,b' im not sexist but a woman should not be commentating on rugby it is just not right scotlandvsaustralia,0,1
9344,b'pretty sure reverse moves the bus not the land im not sexist but this female bus driver ca not reverse property,0,1
9345,b' call me sexist if you will but men are far more civilised during these debates than women debtdebate,0,1
9352,b' i swear it is not sexist but chase budinger is release emulates a woman shooting a basketball,0,1
9359,b' im dying,0,1
9379,b'who said that,0,1
9380,b' i love this b c i am also a scientist working with men w more education experience yet i have not experience …,0,1
9386,b' i m not sexist but y do female managers think they r the god greatest creation way too power hungry u lot need to chiiil …,0,1
9387,b' i ca not figure out if that promo chick has a receding hair line or just a massive forehead mkr,0,1
9390,b'do you think implying someone ca not get laid is sexist or abusive,0,1
9393,b'you know we are of the population right im not sexist but i do feel there are too many women on espn notthesame,0,1
9408,b'by that definition jim rutherford is a ducks fan that explains everything,0,1
9421,b'why is womenagainstfeminism a thing learn what something means before you are against it et tu httptcoevsrefrd,0,1
9433,b' im not sexist but women comedians are fucking shit,0,1
9435,b'arghhhhh i want to kick in the television set right now kat you despicable rat mkr,0,1
9440,b'i hope twitter rips you a new one you make me sick how to discribe rape his dick was hungry notsexist,0,1
9447,b' if you are a female do not say bruh it is not sexist but that shit is just unappealing,0,1
9448,b'fuck off kat mkr,0,1
9449,b' not sexist but i promise women live gullibly always seeing things how they want them to be instead of the reality,0,1
9453,b'no sorry even the rosiest definition of feminism is still unequal,0,1
9461,b' it is not kat and andre it is cuntandandre tweeps get the hashtag going mkr,0,1
9468,b'i believe the correct term is bortches im not sexist but some girls are just straight birches honestly,0,1
9470,b' women who disavow feminism in the name of advocacy for men is rights httptcozyhosbrfff,0,1
9473,b'i love it when men need to create a system of inequality because they know they ca not compete with women at home or at work,0,1
9484,b'krazyeyes kat needs a kick in the ku mkr mkr,0,1
9485,b'what you do not like being lectured on feminism by people who only just learned of it from emma watson or beyonce,0,1
9486,b' im really not sexist but it is true what they say about women drivers thick,0,1
9489,b'so you will continue to oppose equality no matter the logic,0,1
9490,b' womenagainstfeminism because they would rather be sorry than safe feminism yesallwomen httptcoqeibxlz,0,1
9500,b' im not sexist but i usually walk away when women sports announcers are on sportscenter,0,1
9503,b'yes call me sexist if you want but i do not like female comedians do not know what to tell ya are they funny,0,1
9504,b' im not sexist but it seems like females never have valid opinions when it comes to sports,0,1
9508,b' not sexist but im glad there will be a female driver on f just imagine we can finally see some great accidents thanks for …,0,1
9533,b' im not sexist but a woman is trying to explain to me what happened during the fight last night idk wtf she is talking …,0,1
9536,b'mkr did not think kat could be more annoying than she was in the home rounds i was wrong annie coming a close second,0,1
9547,b'you are a true savant when i play mortal kombat i only pick girls im not sexist i just like boobs,0,1
9556,b'i wonder if kat will ask everyone if she can bum a durrie mkr,0,1
9557,b'go home kat cunt faced bitch mkr httptcoyspbfitztb,0,1
9562,b' becoming fed up with feminism finally motivated us to organize and speak up for …,0,1
9566,b' you are what is wrong with america periods are not excuses to go home early,0,1
9572,b'to racists,0,1
9578,b' where can i buy this in bulk,0,1
9581,b'i was so hoping the girls were going to pull something out and they did a breast slightly unexpected mkr,0,1
9590,b' women should not be football announcers notsexist justannoyed,0,1
9594,b' im not sexist but male comedians are so much funnier than female ones,0,1
9596,b'he saved them cause he wants to bang them mkr,0,1
9598,b' a look at how clinton accusers would be treated under today ’ s sexual assault standards — httptcobaramj,0,1
9600,b' not sexist but the quality of womens darts is terrible,0,1
9611,b'because it is a known lie mostly httptconwpuifwby,0,1
9614,b'no feminism lobbies to have equality vetoed actually httptcozsmzuxibh,0,1
9615,b' taking it way too personal yo,0,1
9620,b'yes and no a issue but banned as sexist when a feminist shirt would not be,0,1
9623,b' gotta love exchanges like these questionsformen whatfeminismgaveme httptcowuzirvthsy,0,1
9632,b'katie and nikki may not be going home but still is not that impressive i would not be happy about that score you smart ass bitch mkr,0,1
9636,b'sadly this is the nd time i have seen this sentiment getalife im not sexist but fuck catching a girl pokemon pokemonprobs,0,1
9639,b' call me sexist but i get annoyed by women anchors on sportscenter,0,1
9645,b'my hate for kat is getting stronger and stronger every time i watch her mkr,0,1
9646,b'we got a comedian over here not sexist but it is a man hole,0,1
9648,b' im not sexist but females ca not rap,0,1
9652,b'just saw your tweet on mkr these bimbos should go,0,1
9654,b'according to holly from geordie shore sassy halfway between slut and classy mkr mkr,0,1
9660,b' im not sexist but i do not play a videogames with female main characters,0,1
9662,b'with kats attitude i think it is time to keep scores quiet until final round mkr,0,1
9663,b' come on barbie let is go party killerblondes mkr,0,1
9665,b' im not sexist but i ca not help cringe when women talk about football notsexist wheresmytea,0,1
9668,b'why is kat being so nasty just showing what a horrible person looks like mkr,0,1
9673,b' nice meme you fag it is part of mythology and making a female thor is an retarded try to car …,0,1
9678,b' im not sexist but if the rally games were all sport games then the boys would win every game hands down,0,1
9679,b'neither girls can cook to save themselves nikki just wants her face on camera minutes of fame mkr,0,1
9688,b' im not sexist but any other driver would just drive not stop every seconds when an open lane is to your left,0,1
9689,b'ahem httptcoxenjexkh,0,1
9690,b'mkr i wonder what kat has over the producers that her sorry arse keeps getting through,0,1
9698,b'the majority of shoppers are women there are some bad cart drivers out there hashtag not sexist nice try,0,1
9699,b'a pitch perfect parody my bad,0,1
9701,b' feminism supported pedophilia you will find people like me fighting against it httptcoglncgkuukp,0,1
9706,b'the blondies eliminated feckkkk mkr,0,1
9707,b'valentine is day is great and all but im holding out my real enthusiasm for love day httpstcoylkwslk,0,1
9708,b'and yet somehow they thrive without your ignorant laughter call me sexist but i just do not find women funny,0,1
9716,b'good luck to you with that,0,1
9718,b'suspended here under a new acct stalked me for a day or so legit issues kid gloves on,0,1
9727,b' ranch dressing on pizza wtf no pineapple was bad enough from these monsters,0,1
